invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I225956,C364908,Female,67,Food & Beverage,1,5.23,Credit Card,25-07-2022,Metropol AVM
I336379,C221589,Male,55,Cosmetics,4,162.64,Cash,01-06-2021,Metropol AVM
I198346,C221067,Female,40,Food & Beverage,1,5.23,Credit Card,14-05-2021,Emaar Square Mall
I908041,C198810,Male,66,Clothing,1,300.08,Credit Card,10-04-2022,Istinye Park
I229212,C191514,Female,67,Food & Beverage,5,26.15,Cash,22-10-2022,Kanyon
I313558,C305073,Female,48,Clothing,1,300.08,Debit Card,19-04-2022,Mall of Istanbul
I184153,C270795,Female,56,Clothing,2,600.16,Credit Card,02-05-2022,Kanyon
I141166,C336247,Female,37,Cosmetics,3,121.98,Cash,13-01-2021,Metropol AVM
I878662,C359322,Male,25,Books,1,15.15,Cash,03-10-2022,Metrocity
I944263,C268585,Male,63,Technology,5,5250,Credit Card,31-01-2022,Kanyon
I180984,C798154,Male,31,Clothing,3,900.24,Debit Card,29-12-2022,Metropol AVM
I327337,C262603,Female,44,Books,5,75.75,Cash,12-01-2023,Kanyon
I128465,C281398,Male,18,Clothing,1,300.08,Cash,18-05-2022,Mall of Istanbul
I196941,C282400,Female,56,Cosmetics,1,40.66,Credit Card,24-02-2023,Forum Istanbul
I186876,C333375,Female,24,Clothing,2,600.16,Credit Card,04-09-2022,Metropol AVM
I249154,C500958,Male,62,Books,2,30.3,Credit Card,22-08-2022,Forum Istanbul
I275670,C115590,Female,65,Clothing,2,600.16,Debit Card,09-01-2023,Metropol AVM
I830007,C303487,Female,36,Food & Beverage,5,26.15,Cash,03-05-2022,Kanyon
I129730,C102259,Female,53,Clothing,2,600.16,Cash,13-03-2021,Istinye Park
I266406,C397647,Male,35,Food & Beverage,1,5.23,Cash,12-02-2021,Metropol AVM
I334373,C401641,Male,35,Cosmetics,2,81.32,Cash,01-07-2021,Kanyon
I290546,C299926,Male,28,Food & Beverage,4,20.92,Debit Card,08-03-2022,Metropol AVM
I267553,C153677,Male,22,Souvenir,4,46.92,Debit Card,18-01-2023,Metrocity
I290741,C819584,Female,48,Clothing,1,300.08,Credit Card,15-07-2022,Istinye Park
I236815,C302290,Male,48,Food & Beverage,5,26.15,Credit Card,23-09-2021,Kanyon
I127562,C224186,Female,51,Clothing,3,900.24,Cash,04-03-2021,Metrocity
I240177,C183066,Female,67,Clothing,1,300.08,Cash,18-04-2022,Mall of Istanbul
I774205,C219384,Female,31,Toys,2,71.68,Cash,07-11-2021,Istinye Park
I213483,C109748,Female,66,Shoes,2,1200.34,Credit Card,21-11-2021,Kanyon
I301032,C444321,Female,25,Clothing,4,1200.32,Credit Card,05-07-2022,Mall of Istanbul
I548921,C549441,Male,48,Food & Beverage,4,20.92,Cash,06-02-2023,Emaar Square Mall
I128723,C194170,Female,49,Shoes,1,600.17,Cash,08-11-2022,Istinye Park
I101083,C165321,Female,57,Clothing,3,900.24,Debit Card,04-02-2021,Kanyon
I260973,C100159,Female,32,Toys,5,179.2,Debit Card,24-02-2022,Mall of Istanbul
I234437,C261216,Male,37,Food & Beverage,3,15.69,Credit Card,26-09-2022,Metrocity
I334652,C275177,Female,40,Cosmetics,3,121.98,Debit Card,12-11-2022,Metrocity
I286575,C137009,Female,26,Souvenir,3,35.19,Credit Card,01-02-2021,Mall of Istanbul
I101133,C270664,Female,63,Clothing,2,600.16,Cash,22-01-2022,Kanyon
I682596,C189932,Female,26,Toys,5,179.2,Credit Card,30-11-2022,Istinye Park
I161773,C442069,Female,22,Shoes,2,1200.34,Cash,27-07-2021,Kanyon
I969458,C112802,Female,40,Cosmetics,5,203.3,Debit Card,06-04-2022,Cevahir AVM
I297384,C296360,Male,50,Cosmetics,4,162.64,Debit Card,06-03-2021,Metrocity
I119576,C142794,Male,53,Cosmetics,3,121.98,Cash,02-09-2021,Mall of Istanbul
I206688,C224574,Female,26,Shoes,2,1200.34,Credit Card,29-10-2021,Mall of Istanbul
I263098,C239689,Female,31,Technology,1,1050,Debit Card,05-02-2022,Mall of Istanbul
I278339,C283953,Male,38,Toys,3,107.52,Credit Card,19-06-2021,Metropol AVM
I289287,C798023,Female,43,Food & Beverage,3,15.69,Debit Card,08-11-2022,Metrocity
I313868,C122179,Female,20,Cosmetics,5,203.3,Debit Card,09-10-2021,Mall of Istanbul
I180090,C144227,Female,28,Food & Beverage,4,20.92,Credit Card,11-07-2022,Istinye Park
I318154,C617474,Female,43,Food & Beverage,1,5.23,Credit Card,30-11-2021,Istinye Park
I102162,C274417,Female,64,Food & Beverage,3,15.69,Credit Card,12-02-2023,Metropol AVM
I180666,C168940,Female,67,Clothing,5,1500.4,Credit Card,26-02-2021,Istinye Park
I205009,C303982,Female,51,Cosmetics,4,162.64,Credit Card,07-03-2023,Kanyon
I172175,C155781,Male,53,Toys,2,71.68,Cash,13-10-2022,Metrocity
I223863,C571990,Male,54,Cosmetics,5,203.3,Cash,04-06-2021,Istinye Park
I240627,C252022,Male,57,Toys,3,107.52,Credit Card,01-07-2022,Mall of Istanbul
I186298,C125552,Male,41,Cosmetics,2,81.32,Cash,02-11-2021,Metrocity
I167551,C152461,Male,56,Technology,1,1050,Credit Card,19-05-2022,Emaar Square Mall
I203033,C336729,Female,59,Shoes,3,1800.51,Credit Card,22-07-2021,Mall of Istanbul
I123297,C682196,Male,46,Clothing,3,900.24,Cash,11-02-2023,Istinye Park
I331084,C221310,Female,37,Clothing,4,1200.32,Credit Card,04-03-2021,Viaport Outlet
I959566,C271390,Female,23,Books,3,45.45,Cash,05-01-2023,Mall of Istanbul
I116624,C145405,Male,24,Food & Beverage,5,26.15,Credit Card,19-07-2022,Metrocity
I200469,C216714,Male,56,Books,1,15.15,Credit Card,24-10-2021,Zorlu Center
I123654,C295150,Female,44,Cosmetics,2,81.32,Cash,23-08-2022,Metrocity
I305859,C660237,Male,47,Clothing,5,1500.4,Debit Card,20-01-2023,Kanyon
I184056,C217501,Male,58,Clothing,5,1500.4,Credit Card,24-05-2021,Mall of Istanbul
I200289,C117185,Male,49,Books,5,75.75,Credit Card,14-04-2021,Istinye Park
I210186,C296402,Female,54,Clothing,4,1200.32,Credit Card,08-02-2021,Zorlu Center
I109064,C346876,Female,23,Shoes,2,1200.34,Cash,24-04-2021,Forum Istanbul
I139028,C285804,Female,20,Toys,1,35.84,Cash,29-07-2021,Kanyon
I139454,C142131,Male,37,Clothing,3,900.24,Cash,03-06-2021,Emaar Square Mall
I195208,C291401,Male,48,Clothing,3,900.24,Debit Card,27-11-2021,Istinye Park
I219079,C580773,Female,18,Clothing,3,900.24,Debit Card,22-03-2022,Mall of Istanbul
I690857,C246630,Female,44,Souvenir,5,58.65,Cash,04-11-2022,Forum Istanbul
I188753,C594670,Female,48,Clothing,1,300.08,Credit Card,19-08-2022,Metropol AVM
I297915,C741876,Female,21,Shoes,4,2400.68,Cash,18-07-2021,Cevahir AVM
I228415,C764138,Male,60,Shoes,1,600.17,Cash,22-08-2022,Mall of Istanbul
I425988,C286845,Female,53,Cosmetics,3,121.98,Cash,28-03-2022,Metrocity
I303863,C633424,Female,28,Cosmetics,5,203.3,Credit Card,03-06-2021,Cevahir AVM
I182618,C114812,Female,38,Cosmetics,3,121.98,Credit Card,23-09-2021,Cevahir AVM
I151488,C318329,Female,64,Food & Beverage,2,10.46,Cash,28-10-2022,Cevahir AVM
I338615,C522422,Male,49,Souvenir,5,58.65,Cash,30-12-2021,Metropol AVM
I306930,C166594,Female,42,Souvenir,3,35.19,Cash,13-08-2022,Metrocity
I132694,C238158,Female,36,Food & Beverage,4,20.92,Debit Card,22-11-2022,Kanyon
I245646,C301090,Male,27,Souvenir,2,23.46,Cash,27-02-2021,Kanyon
I316071,C328794,Male,24,Clothing,4,1200.32,Credit Card,19-06-2021,Forum Istanbul
I278554,C302057,Female,20,Cosmetics,5,203.3,Cash,11-08-2021,Kanyon
I284378,C513101,Female,57,Clothing,1,300.08,Debit Card,12-06-2021,Zorlu Center
I283992,C222937,Male,30,Souvenir,3,35.19,Credit Card,22-01-2021,Metropol AVM
I196380,C321824,Male,69,Clothing,3,900.24,Debit Card,19-10-2021,Kanyon
I302188,C306593,Male,63,Clothing,1,300.08,Cash,28-03-2022,Mall of Istanbul
I100663,C322131,Female,41,Food & Beverage,5,26.15,Cash,26-09-2021,Mall of Istanbul
I212761,C128585,Female,68,Clothing,2,600.16,Cash,24-02-2023,Metropol AVM
I296663,C801804,Female,26,Clothing,2,600.16,Debit Card,19-01-2023,Metropol AVM
I141122,C248838,Female,57,Clothing,1,300.08,Cash,28-09-2021,Kanyon
I229818,C314718,Female,49,Clothing,4,1200.32,Debit Card,28-11-2021,Viaport Outlet
I135205,C641797,Female,28,Clothing,3,900.24,Cash,16-09-2022,Metropol AVM
I614600,C148187,Female,45,Cosmetics,2,81.32,Credit Card,15-03-2021,Istinye Park
I319283,C193094,Male,53,Clothing,4,1200.32,Cash,31-12-2021,Mall of Istanbul
I697934,C675075,Male,30,Technology,2,2100,Credit Card,07-09-2022,Mall of Istanbul
I316228,C104942,Male,35,Shoes,2,1200.34,Cash,17-02-2023,Metrocity
I263207,C194351,Male,41,Shoes,5,3000.85,Debit Card,04-08-2022,Mall of Istanbul
I333984,C120739,Female,20,Shoes,2,1200.34,Credit Card,15-06-2022,Metrocity
I338218,C659024,Male,48,Cosmetics,2,81.32,Credit Card,03-08-2021,Mall of Istanbul
I244775,C250258,Female,30,Cosmetics,2,81.32,Credit Card,03-12-2022,Metrocity
I322051,C178512,Male,66,Clothing,3,900.24,Debit Card,13-06-2021,Viaport Outlet
I355236,C319598,Female,36,Cosmetics,5,203.3,Cash,09-11-2021,Istinye Park
I194394,C231734,Female,45,Souvenir,3,35.19,Credit Card,19-11-2021,Kanyon
I161581,C667350,Female,26,Food & Beverage,2,10.46,Credit Card,01-12-2021,Metropol AVM
I166250,C119046,Female,50,Clothing,2,600.16,Debit Card,05-12-2021,Istinye Park
I965361,C248893,Female,62,Clothing,3,900.24,Credit Card,09-11-2022,Metropol AVM
I286061,C316151,Female,25,Technology,1,1050,Credit Card,26-09-2022,Forum Istanbul
I260507,C151896,Female,59,Clothing,5,1500.4,Cash,15-02-2021,Mall of Istanbul
I298636,C268234,Female,21,Clothing,4,1200.32,Credit Card,25-02-2022,Viaport Outlet
I894502,C284259,Male,35,Clothing,3,900.24,Debit Card,25-07-2021,Kanyon
I233226,C149085,Male,57,Shoes,4,2400.68,Cash,05-03-2023,Istinye Park
I209413,C904771,Female,52,Cosmetics,2,81.32,Credit Card,19-01-2022,Istinye Park
I919536,C365166,Male,68,Shoes,2,1200.34,Debit Card,04-07-2021,Zorlu Center
I127088,C305289,Female,43,Clothing,3,900.24,Debit Card,26-02-2023,Istinye Park
I301937,C121213,Female,34,Clothing,2,600.16,Cash,26-03-2022,Metrocity
I194762,C614313,Female,59,Toys,4,143.36,Debit Card,22-04-2022,Istinye Park
I133661,C284314,Female,36,Shoes,2,1200.34,Cash,23-01-2023,Kanyon
I137063,C335133,Male,28,Clothing,3,900.24,Debit Card,11-03-2022,Emaar Square Mall
I878054,C238897,Female,24,Clothing,5,1500.4,Credit Card,14-02-2023,Kanyon
I677806,C232385,Female,37,Cosmetics,4,162.64,Cash,10-07-2021,Istinye Park
I182607,C137108,Female,67,Cosmetics,4,162.64,Credit Card,16-07-2021,Viaport Outlet
I161622,C324012,Male,45,Toys,1,35.84,Debit Card,07-09-2021,Kanyon
I694501,C199490,Male,38,Clothing,4,1200.32,Credit Card,20-03-2021,Metrocity
I248578,C160685,Male,38,Food & Beverage,5,26.15,Cash,24-09-2021,Mall of Istanbul
I309952,C203080,Female,28,Toys,3,107.52,Cash,06-07-2022,Metrocity
I469658,C947251,Female,24,Food & Beverage,5,26.15,Credit Card,05-05-2021,Metropol AVM
I117380,C307201,Female,39,Cosmetics,3,121.98,Credit Card,09-03-2022,Forum Istanbul
I166443,C292690,Female,38,Clothing,3,900.24,Cash,01-02-2021,Istinye Park
I175055,C215558,Female,44,Cosmetics,5,203.3,Credit Card,31-07-2021,Metropol AVM
I460840,C332361,Male,18,Clothing,5,1500.4,Credit Card,24-04-2021,Emaar Square Mall
I263088,C283758,Male,37,Clothing,3,900.24,Credit Card,25-09-2021,Mall of Istanbul
I292607,C141080,Male,57,Books,3,45.45,Cash,27-07-2022,Mall of Istanbul
I224224,C214137,Male,32,Souvenir,3,35.19,Credit Card,07-07-2022,Mall of Istanbul
I276974,C633760,Female,53,Toys,4,143.36,Cash,01-09-2021,Metropol AVM
I312466,C139574,Female,67,Clothing,4,1200.32,Credit Card,22-09-2021,Kanyon
I720616,C295083,Female,19,Toys,3,107.52,Cash,01-03-2023,Metropol AVM
I226732,C247743,Male,52,Cosmetics,3,121.98,Cash,06-12-2021,Metropol AVM
I324598,C591468,Male,66,Cosmetics,5,203.3,Credit Card,30-07-2022,Kanyon
I417236,C250482,Female,40,Souvenir,1,11.73,Cash,14-11-2021,Mall of Istanbul
I145305,C760404,Female,43,Shoes,1,600.17,Debit Card,08-04-2021,Emaar Square Mall
I224917,C268028,Female,60,Books,4,60.6,Debit Card,12-02-2023,Metrocity
I155993,C184140,Female,21,Cosmetics,1,40.66,Credit Card,16-09-2022,Viaport Outlet
I790600,C299548,Female,46,Cosmetics,2,81.32,Cash,16-08-2022,Forum Istanbul
I366168,C174628,Female,63,Cosmetics,5,203.3,Debit Card,09-06-2022,Kanyon
I278548,C281862,Female,56,Clothing,1,300.08,Cash,27-09-2022,Kanyon
I202697,C966991,Female,29,Clothing,2,600.16,Cash,24-02-2021,Mall of Istanbul
I172725,C183190,Female,69,Cosmetics,1,40.66,Cash,20-03-2021,Kanyon
I306740,C128367,Female,35,Clothing,2,600.16,Cash,05-06-2022,Istinye Park
I306408,C247436,Male,41,Clothing,3,900.24,Credit Card,08-07-2022,Forum Istanbul
I202332,C964464,Female,21,Food & Beverage,5,26.15,Cash,22-08-2021,Kanyon
I147750,C286502,Female,31,Technology,1,1050,Credit Card,09-12-2022,Emaar Square Mall
I274315,C176815,Male,57,Clothing,4,1200.32,Cash,07-11-2021,Kanyon
I842347,C333610,Male,25,Shoes,1,600.17,Cash,22-06-2022,Metropol AVM
I137131,C248803,Male,61,Clothing,2,600.16,Credit Card,12-11-2021,Emaar Square Mall
I299866,C336391,Male,58,Food & Beverage,5,26.15,Debit Card,25-07-2022,Kanyon
I270175,C163200,Male,58,Souvenir,4,46.92,Credit Card,26-02-2022,Forum Istanbul
I535919,C167100,Female,25,Toys,5,179.2,Debit Card,10-01-2022,Metropol AVM
I178419,C206491,Male,30,Shoes,3,1800.51,Debit Card,01-06-2021,Istinye Park
I312304,C119279,Female,63,Toys,5,179.2,Cash,25-01-2023,Forum Istanbul
I177478,C124441,Male,50,Clothing,2,600.16,Credit Card,08-09-2022,Metrocity
I265565,C303188,Female,23,Clothing,1,300.08,Cash,01-08-2022,Kanyon
I207429,C186905,Female,22,Technology,1,1050,Credit Card,02-07-2021,Mall of Istanbul
I122783,C264562,Male,28,Food & Beverage,2,10.46,Cash,25-07-2021,Kanyon
I144789,C128274,Male,54,Souvenir,5,58.65,Credit Card,15-09-2021,Mall of Istanbul
I212421,C208353,Female,31,Toys,2,71.68,Cash,16-01-2021,Istinye Park
I993488,C306117,Female,34,Food & Beverage,1,5.23,Credit Card,03-07-2021,Forum Istanbul
I337227,C764522,Male,41,Clothing,1,300.08,Credit Card,12-01-2021,Istinye Park
I170880,C804376,Male,42,Food & Beverage,5,26.15,Cash,12-06-2021,Kanyon
I296071,C142816,Female,39,Clothing,5,1500.4,Cash,22-06-2021,Mall of Istanbul
I112973,C218951,Female,60,Food & Beverage,3,15.69,Debit Card,22-01-2023,Kanyon
I296899,C760803,Female,51,Shoes,5,3000.85,Debit Card,21-03-2021,Kanyon
I264261,C161127,Female,55,Clothing,3,900.24,Credit Card,19-07-2022,Istinye Park
I195723,C187075,Female,59,Food & Beverage,2,10.46,Credit Card,29-11-2021,Istinye Park
I373839,C414808,Female,38,Food & Beverage,4,20.92,Cash,03-03-2022,Cevahir AVM
I166617,C335092,Female,43,Food & Beverage,5,26.15,Cash,02-08-2022,Cevahir AVM
I192171,C298261,Male,59,Clothing,4,1200.32,Cash,18-01-2021,Kanyon
I426858,C136196,Female,42,Cosmetics,3,121.98,Credit Card,11-02-2023,Forum Istanbul
I105641,C270742,Female,40,Food & Beverage,4,20.92,Credit Card,15-07-2021,Kanyon
I288681,C260142,Female,57,Clothing,4,1200.32,Cash,22-01-2022,Istinye Park
I115006,C328582,Female,25,Food & Beverage,4,20.92,Cash,28-02-2022,Kanyon
I430525,C658907,Female,36,Food & Beverage,2,10.46,Credit Card,08-10-2021,Kanyon
I274076,C318544,Female,40,Food & Beverage,4,20.92,Credit Card,25-03-2022,Forum Istanbul
I116479,C338698,Female,31,Food & Beverage,3,15.69,Cash,21-02-2022,Mall of Istanbul
I231445,C146510,Female,51,Clothing,5,1500.4,Cash,21-08-2021,Metropol AVM
I204941,C201156,Male,69,Souvenir,3,35.19,Debit Card,17-03-2021,Mall of Istanbul
I130750,C498989,Female,37,Toys,5,179.2,Cash,14-02-2023,Forum Istanbul
I234591,C442944,Female,59,Technology,1,1050,Debit Card,03-05-2022,Kanyon
I249317,C137468,Female,68,Clothing,4,1200.32,Debit Card,11-02-2021,Mall of Istanbul
I178408,C237980,Male,49,Clothing,3,900.24,Cash,20-02-2023,Mall of Istanbul
I145957,C708510,Female,23,Clothing,4,1200.32,Credit Card,26-09-2021,Cevahir AVM
I116672,C145626,Female,61,Clothing,3,900.24,Credit Card,03-01-2021,Mall of Istanbul
I274148,C176425,Female,52,Food & Beverage,1,5.23,Debit Card,04-02-2022,Metrocity
I154721,C150058,Male,33,Cosmetics,5,203.3,Debit Card,01-10-2021,Metrocity
I107188,C159297,Female,21,Food & Beverage,4,20.92,Cash,17-12-2022,Istinye Park
I100735,C107829,Female,44,Souvenir,4,46.92,Debit Card,02-02-2022,Metropol AVM
I175130,C715295,Male,37,Food & Beverage,3,15.69,Cash,21-01-2023,Mall of Istanbul
I630852,C240339,Female,67,Food & Beverage,2,10.46,Debit Card,14-12-2022,Forum Istanbul
I259277,C355612,Female,34,Toys,3,107.52,Credit Card,11-08-2021,Metrocity
I271769,C248629,Female,47,Cosmetics,5,203.3,Credit Card,03-02-2023,Mall of Istanbul
I253375,C121526,Male,48,Shoes,5,3000.85,Cash,29-12-2022,Metrocity
I314355,C126815,Male,48,Souvenir,3,35.19,Cash,09-07-2021,Zorlu Center
I108644,C296713,Female,47,Clothing,5,1500.4,Credit Card,27-01-2023,Kanyon
I168850,C573013,Female,20,Souvenir,1,11.73,Credit Card,01-03-2022,Viaport Outlet
I313080,C592075,Male,65,Cosmetics,5,203.3,Credit Card,21-09-2022,Kanyon
I316612,C449777,Male,55,Clothing,3,900.24,Cash,19-08-2021,Metropol AVM
I543223,C218752,Male,43,Books,4,60.6,Cash,03-12-2022,Mall of Istanbul
I262655,C966142,Male,62,Shoes,2,1200.34,Debit Card,31-12-2021,Istinye Park
I167458,C213737,Male,61,Books,4,60.6,Cash,12-01-2021,Kanyon
I156765,C267721,Male,28,Cosmetics,3,121.98,Debit Card,22-11-2022,Metrocity
I115102,C106131,Male,59,Cosmetics,3,121.98,Debit Card,13-12-2021,Metrocity
I224078,C860512,Male,57,Books,2,30.3,Debit Card,05-10-2022,Zorlu Center
I225492,C296620,Female,50,Clothing,2,600.16,Debit Card,07-03-2021,Istinye Park
I330119,C104500,Female,58,Souvenir,5,58.65,Cash,15-06-2022,Kanyon
I200408,C210824,Female,30,Souvenir,3,35.19,Debit Card,06-01-2022,Cevahir AVM
I147656,C281073,Female,55,Clothing,3,900.24,Credit Card,16-01-2023,Metrocity
I258456,C105860,Female,37,Shoes,2,1200.34,Cash,11-04-2021,Metropol AVM
I959282,C176925,Female,52,Clothing,2,600.16,Cash,13-06-2021,Mall of Istanbul
I332330,C260817,Female,60,Souvenir,4,46.92,Credit Card,29-10-2022,Viaport Outlet
I218263,C130755,Female,41,Technology,5,5250,Cash,05-11-2022,Istinye Park
I311770,C142151,Female,53,Shoes,5,3000.85,Cash,05-06-2022,Cevahir AVM
I128418,C184418,Female,63,Technology,5,5250,Cash,22-12-2022,Metrocity
I337570,C142039,Female,18,Clothing,5,1500.4,Debit Card,24-06-2022,Istinye Park
I268982,C225328,Female,67,Clothing,4,1200.32,Cash,14-01-2021,Kanyon
I316950,C323041,Female,67,Clothing,4,1200.32,Debit Card,12-06-2021,Mall of Istanbul
I199844,C309733,Female,50,Cosmetics,5,203.3,Cash,08-03-2022,Kanyon
I123998,C149102,Female,53,Cosmetics,4,162.64,Cash,10-06-2021,Metropol AVM
I332242,C269392,Female,28,Technology,3,3150,Cash,20-03-2021,Zorlu Center
I370998,C690728,Male,41,Clothing,1,300.08,Cash,31-05-2021,Mall of Istanbul
I723638,C739178,Male,66,Clothing,2,600.16,Cash,25-08-2021,Kanyon
I909616,C311597,Male,45,Food & Beverage,5,26.15,Cash,25-01-2022,Viaport Outlet
I135195,C268128,Male,44,Clothing,4,1200.32,Cash,28-10-2022,Mall of Istanbul
I179482,C230703,Female,69,Food & Beverage,2,10.46,Credit Card,12-07-2021,Kanyon
I924055,C267550,Female,32,Food & Beverage,4,20.92,Credit Card,15-08-2021,Mall of Istanbul
I217008,C153747,Male,48,Clothing,3,900.24,Credit Card,03-05-2021,Emaar Square Mall
I261686,C447442,Female,19,Food & Beverage,4,20.92,Cash,24-03-2022,Kanyon
I133449,C834188,Female,68,Food & Beverage,5,26.15,Cash,14-09-2022,Metrocity
I109582,C276803,Male,36,Clothing,2,600.16,Credit Card,25-03-2021,Istinye Park
I260132,C187351,Male,30,Cosmetics,1,40.66,Credit Card,14-09-2022,Metropol AVM
I154619,C114323,Female,37,Toys,1,35.84,Credit Card,10-03-2021,Mall of Istanbul
I114236,C307404,Female,36,Food & Beverage,4,20.92,Cash,06-08-2022,Metrocity
I292633,C144402,Female,26,Clothing,3,900.24,Debit Card,06-08-2021,Kanyon
I918446,C145760,Male,21,Cosmetics,5,203.3,Cash,04-03-2022,Viaport Outlet
I201021,C151560,Female,44,Food & Beverage,1,5.23,Credit Card,28-04-2022,Kanyon
I167153,C818592,Male,61,Clothing,2,600.16,Credit Card,08-10-2021,Istinye Park
I306362,C113306,Male,21,Clothing,4,1200.32,Cash,06-11-2021,Istinye Park
I159872,C335564,Male,61,Clothing,4,1200.32,Cash,02-04-2022,Metrocity
I447197,C602930,Female,37,Books,3,45.45,Debit Card,10-01-2021,Metrocity
I657827,C287708,Female,68,Toys,5,179.2,Cash,27-10-2022,Viaport Outlet
I972825,C299423,Male,26,Clothing,2,600.16,Cash,02-04-2021,Kanyon
I182543,C283686,Female,19,Souvenir,5,58.65,Debit Card,15-04-2022,Forum Istanbul
I282422,C371811,Female,28,Clothing,2,600.16,Debit Card,17-02-2021,Istinye Park
I309692,C159916,Female,60,Shoes,5,3000.85,Credit Card,01-04-2021,Emaar Square Mall
I227160,C428427,Female,26,Clothing,3,900.24,Debit Card,10-08-2022,Cevahir AVM
I502659,C210958,Male,34,Technology,2,2100,Credit Card,19-06-2022,Mall of Istanbul
I197185,C148253,Male,40,Food & Beverage,3,15.69,Cash,10-09-2021,Cevahir AVM
I338863,C119914,Female,35,Clothing,2,600.16,Credit Card,13-11-2021,Mall of Istanbul
I683611,C240040,Male,58,Food & Beverage,5,26.15,Cash,02-06-2022,Metropol AVM
I478540,C703353,Female,39,Toys,1,35.84,Credit Card,03-02-2022,Cevahir AVM
I182300,C145651,Female,67,Clothing,4,1200.32,Cash,16-07-2022,Metropol AVM
I356966,C279944,Female,66,Clothing,3,900.24,Credit Card,26-06-2022,Mall of Istanbul
I115528,C335808,Male,30,Food & Beverage,2,10.46,Cash,16-08-2022,Metropol AVM
I280426,C258000,Female,45,Food & Beverage,3,15.69,Cash,06-12-2021,Metrocity
I108780,C225218,Female,35,Technology,1,1050,Cash,03-01-2023,Kanyon
I854901,C559473,Male,35,Shoes,2,1200.34,Credit Card,12-06-2022,Forum Istanbul
I324203,C330112,Female,68,Clothing,3,900.24,Credit Card,09-04-2022,Metropol AVM
I267411,C197329,Female,26,Shoes,2,1200.34,Debit Card,01-02-2021,Mall of Istanbul
I741309,C303212,Female,21,Food & Beverage,2,10.46,Cash,30-11-2022,Cevahir AVM
I216045,C168612,Male,20,Shoes,4,2400.68,Cash,24-01-2022,Metropol AVM
I644610,C284251,Female,26,Cosmetics,2,81.32,Credit Card,26-09-2021,Metropol AVM
I289172,C181585,Female,28,Clothing,2,600.16,Credit Card,06-06-2022,Metrocity
I149631,C254024,Male,59,Clothing,3,900.24,Credit Card,26-07-2022,Kanyon
I323598,C109148,Male,64,Shoes,1,600.17,Cash,02-03-2022,Metrocity
I255845,C235496,Female,58,Toys,1,35.84,Cash,07-05-2021,Metropol AVM
I285428,C305425,Male,64,Cosmetics,5,203.3,Cash,04-03-2022,Istinye Park
I825913,C294849,Male,58,Clothing,5,1500.4,Debit Card,26-10-2022,Mall of Istanbul
I139213,C281360,Female,47,Clothing,2,600.16,Credit Card,23-11-2022,Istinye Park
I141788,C204233,Male,66,Clothing,3,900.24,Credit Card,26-07-2021,Mall of Istanbul
I569110,C741571,Female,54,Toys,1,35.84,Cash,13-05-2022,Metrocity
I310764,C272462,Male,27,Clothing,1,300.08,Cash,28-07-2022,Metrocity
I102721,C102359,Male,57,Toys,3,107.52,Credit Card,09-07-2022,Metrocity
I204158,C272998,Female,65,Toys,1,35.84,Credit Card,22-11-2021,Viaport Outlet
I733224,C318822,Male,35,Clothing,3,900.24,Cash,02-06-2021,Metropol AVM
I253706,C218834,Female,34,Toys,2,71.68,Debit Card,27-08-2022,Mall of Istanbul
I179058,C433955,Female,24,Technology,4,4200,Credit Card,06-11-2021,Mall of Istanbul
I221631,C194404,Female,22,Clothing,5,1500.4,Debit Card,02-11-2022,Metropol AVM
I338742,C156010,Male,46,Toys,2,71.68,Cash,21-08-2021,Cevahir AVM
I122485,C125048,Male,23,Cosmetics,1,40.66,Credit Card,12-07-2021,Metrocity
I331958,C316889,Male,61,Food & Beverage,1,5.23,Cash,16-05-2021,Zorlu Center
I826511,C324895,Female,61,Shoes,4,2400.68,Cash,02-05-2021,Forum Istanbul
I308519,C207786,Female,68,Cosmetics,5,203.3,Credit Card,24-01-2023,Mall of Istanbul
I137813,C137559,Male,66,Food & Beverage,4,20.92,Credit Card,12-10-2022,Metropol AVM
I134839,C245811,Female,61,Food & Beverage,2,10.46,Cash,28-12-2021,Kanyon
I339014,C128115,Female,24,Food & Beverage,3,15.69,Credit Card,18-01-2022,Viaport Outlet
I326773,C663082,Male,54,Clothing,5,1500.4,Cash,26-04-2021,Kanyon
I676953,C200083,Male,63,Cosmetics,2,81.32,Cash,17-03-2021,Cevahir AVM
I134148,C148545,Female,50,Clothing,3,900.24,Credit Card,30-08-2021,Emaar Square Mall
I274448,C288663,Female,23,Food & Beverage,3,15.69,Cash,07-03-2023,Forum Istanbul
I174241,C236494,Male,61,Clothing,1,300.08,Credit Card,16-05-2022,Metrocity
I766054,C165612,Female,24,Clothing,4,1200.32,Credit Card,02-07-2021,Emaar Square Mall
I250842,C278401,Female,48,Toys,4,143.36,Cash,05-03-2022,Kanyon
I161811,C242496,Female,41,Food & Beverage,4,20.92,Cash,08-05-2021,Metropol AVM
I317937,C229137,Male,24,Clothing,3,900.24,Cash,26-07-2022,Forum Istanbul
I386563,C258375,Female,36,Clothing,1,300.08,Cash,05-09-2021,Mall of Istanbul
I471551,C305472,Male,24,Clothing,5,1500.4,Cash,17-07-2022,Emaar Square Mall
I316056,C247455,Female,38,Clothing,3,900.24,Debit Card,16-09-2022,Metrocity
